refcode,total_charge,multiplicity,splitting,low_spin,high_spin
train_0565_ls,3,5,-40.7650136023297,1,5
train_0566_ls,3,5,-45.0970957873456,1,5
train_0567_ls,2,4,-6.11664997723552,2,4
train_0568_ls,2,4,-3.90449070345878,2,4
train_0569_ls,2,4,-11.3639051567754,2,4
train_0570_ls,2,4,-12.2955876744126,2,4
train_0571_ls,2,4,-7.10673517816807,2,4
train_0572_ls,0,4,-8.13100646767468,2,4
train_0573_ls,2,4,-10.297455504122,2,4
train_0574_ls,2,2,2.45467367589804,2,4
train_0575_ls,0,2,25.8064850578617,2,4
train_0576_ls,2,4,-11.5091723449295,2,4
train_0577_ls,2,4,-15.5740229061882,2,4
train_0578_ls,0,4,-13.0985556998249,2,4
train_0579_ls,2,4,-13.3143485523155,2,4
train_0580_ls,2,4,-18.22339394655,2,4
train_0581_ls,2,2,0.404883168736551,2,4
train_0582_ls,2,2,7.30445764028635,2,4
train_0583_ls,2,4,-15.0891432609254,2,4
train_0584_ls,2,4,-3.81332731926658,2,4
train_0585_ls,2,4,-1.21173039496868,2,4
train_0586_ls,0,2,1.27492662309251,2,4
train_0587_ls,3,1,37.4344549236004,1,5
train_0588_ls,3,1,27.3345524539756,1,5
train_0589_ls,3,1,31.7367964733519,1,5
train_0590_ls,1,1,3.82528658316947,1,5
train_0591_ls,3,1,17.1138797620538,1,5
train_0592_ls,3,1,15.9182807532502,1,5
train_0593_ls,-1,1,51.4279545322076,1,5
train_0594_ls,1,1,53.6329792742148,1,5
train_0595_ls,-1,5,-2.24750738449738,1,5
train_0596_ls,-1,1,0.507710949923772,1,5
train_0597_ls,-1,1,21.3292313798018,1,5
train_0598_ls,3,1,11.7513133789387,1,5
train_0599_ls,1,5,-3.24665865408032,1,5
train_0600_ls,1,1,3.12620557504189,1,5
train_0601_ls,3,1,31.0693599520741,1,5
train_0602_ls,3,1,24.3787093634639,1,5
train_0603_ls,3,1,25.0179428476743,1,5
train_0604_ls,3,4,-25.8191478852799,2,4
train_0605_ls,3,4,-27.8544614979078,2,4
train_0606_ls,3,4,-28.3994597509533,2,4
train_0607_ls,3,4,-22.7724318219712,2,4
train_0608_ls,3,4,-24.5119179530029,2,4
train_0609_ls,3,4,-24.8395745348382,2,4
train_0610_ls,-1,4,-20.793804842451,2,4
train_0611_ls,-1,4,-23.7930852056289,2,4
train_0612_ls,-1,4,-22.0789830249181,2,4
train_0613_ls,-1,4,-23.1591164001716,2,4
train_0614_ls,1,4,-16.0317891221249,2,4
train_0615_ls,-1,4,-18.3286288541623,2,4
train_0616_ls,-1,4,-17.2268956616222,2,4
train_0617_ls,-1,4,-19.0332441193582,2,4
train_0618_ls,-1,4,-26.6249970576726,2,4
train_0619_ls,-1,4,-25.2447422791436,2,4
train_0620_ls,-1,4,-26.8050725101167,2,4
train_0621_ls,-1,4,-25.5789396432642,2,4
train_0622_ls,3,4,-24.5929018156599,2,4
train_0623_ls,1,4,-23.3780277864594,2,4
train_0624_ls,3,4,-25.3457668490645,2,4
train_0625_ls,3,4,-25.8290482276922,2,4
train_0626_ls,3,4,-24.3174577870373,2,4
train_0627_ls,1,4,-22.7913604569849,2,4
train_0628_ls,3,4,-26.8896841305457,2,4
train_0629_ls,3,4,-27.7298130159381,2,4
train_0630_ls,0,5,-10.4011100291084,1,5
train_0631_ls,2,5,-15.5228702164331,1,5
train_0632_ls,2,5,-10.1799082959148,1,5
train_0633_ls,2,5,-15.1816974570032,1,5
train_0634_ls,2,5,-0.832599022697328,1,5
train_0635_ls,2,5,-8.70013892351993,1,5
train_0636_ls,2,5,-1.44405856128872,1,5
train_0637_ls,2,5,-19.4470182816343,1,5
train_0638_ls,2,5,-22.0465629990643,1,5
train_0639_ls,2,5,-25.2955229185712,1,5
train_0640_ls,2,5,-10.9321945774453,1,5
train_0641_ls,2,5,-1.92526238146308,1,5
train_0642_ls,2,5,-18.7728923211437,1,5
train_0643_ls,0,5,-7.19660482600547,1,5
train_0644_ls,0,5,-23.6963438270781,1,5
train_0645_ls,2,5,-22.1904393124826,1,5
train_0646_ls,2,5,-10.7459510206712,1,5
train_0647_ls,2,5,-18.6823863787943,1,5
train_0648_ls,2,5,-7.28603182858991,1,5
train_0649_ls,0,5,-15.5046381795177,1,5
train_0650_ls,0,5,-14.1515502315662,1,5
train_0651_ls,2,5,-10.8557253944593,1,5
train_0652_ls,1,2,1.02955523304623,2,6
train_0653_ls,1,2,2.17240868215519,2,6
train_0654_ls,3,6,-2.23440115883704,2,6
train_0655_ls,3,2,12.0154436627333,2,6
train_0656_ls,3,6,-9.4792051130514,2,6
train_0657_ls,3,2,4.71779324506952,2,6
train_0658_ls,3,6,-3.54983577743059,2,6
train_0659_ls,3,2,3.43220636549557,2,6
train_0660_ls,-1,2,22.1947088241697,2,6
train_0661_ls,-1,6,-3.36412428591987,2,6
train_0662_ls,-1,6,-4.14239698983765,2,6
train_0663_ls,-1,6,-4.44670984267312,2,6
train_0664_ls,3,6,-10.4710862460818,2,6
train_0665_ls,3,6,-15.7710260542274,2,6
train_0666_ls,1,6,-8.51108211614671,2,6
train_0667_ls,3,2,0.418230107010863,2,6
train_0668_ls,1,2,10.9266513469295,2,6
train_0669_ls,3,6,-12.8956776826315,2,6
train_0670_ls,3,2,6.9707259510796,2,6
train_0671_ls,3,2,2.72562668197772,2,6
train_0672_ls,1,2,2.10699897715072,2,6
train_0673_ls,3,2,2.75125084296747,2,6
train_0674_ls,0,6,-23.1026908110266,2,6
train_0675_ls,0,6,-36.9729578500913,2,6
train_0676_ls,2,6,-39.7929271301393,2,6
train_0677_ls,2,6,-36.1894767549101,2,6
train_0678_ls,2,6,-32.9544484242637,2,6
train_0679_ls,2,6,-29.4553196792718,2,6
train_0680_ls,2,6,-31.2458798731898,2,6
train_0681_ls,2,6,-16.6144220049652,2,6
train_0682_ls,0,6,-31.2786583325739,2,6
train_0683_ls,2,6,-34.185480885137,2,6
train_0684_ls,2,6,-29.0986844588715,2,6
train_0685_ls,2,6,-9.40749427167075,2,6
train_0686_ls,0,6,-0.120038860106341,2,6
train_0687_ls,2,6,-0.339073300835018,2,6
train_0688_ls,2,6,-43.7999042496746,2,6
train_0689_ls,2,6,-39.9224919605127,2,6
train_0690_ls,2,6,-46.6007892723644,2,6
train_0691_ls,2,6,-48.6915774206776,2,6
train_0692_ls,2,6,-32.2390549306975,2,6
train_0693_ls,2,6,-36.4139307441753,2,6
train_0694_ls,2,6,-41.2809637516184,2,6
train_0695_ls,2,6,-37.9488376169572,2,6
train_0696_ls,2,6,-46.8466738396317,2,6
train_0697_ls,2,6,-38.2371509235719,2,6
train_0698_ls,2,6,-43.5997421563986,2,6
train_0699_ls,2,6,-32.9203212587483,2,6
train_0700_ls,2,6,-35.3443017520148,2,6
train_0701_ls,2,1,9.65278810144602,1,5
train_0702_ls,1,6,-4.07408850472695,2,6
train_0703_ls,-1,6,-6.44526451506169,2,6
train_0704_ls,-1,6,-7.28460800963414,2,6
train_0705_ls,-1,6,-0.173830101665943,2,6
train_0706_ls,3,6,-11.3491919421477,2,6
train_0707_ls,2,6,-39.6582376809161,2,6
train_0708_ls,0,6,-46.8031819109406,2,6
train_0709_ls,2,6,-27.1714835124032,2,6
train_0710_ls,0,6,-10.4551158790284,2,6
train_0711_ls,2,4,-4.74551623711563,2,4
train_0712_ls,0,4,-8.81152907145783,2,4
train_0713_ls,3,1,43.5381756956808,1,5
train_0714_ls,1,1,11.5036412253754,1,5
train_0715_ls,2,6,-31.7325342407263,2,6
train_0716_ls,2,6,-31.4989068160836,2,6
train_0717_ls,2,4,-17.2892485170146,2,4
train_0718_ls,2,4,-5.90072641449839,2,4
train_0719_ls,3,1,24.4310081992442,1,5
train_0720_ls,3,1,6.86131051262435,1,5
train_0721_ls,2,1,20.0595661727472,1,5
train_0722_ls,1,5,-44.3674746461408,1,5
train_0723_ls,2,4,-23.8011472590736,2,4
train_0724_ls,2,5,-8.22639041776183,1,5
train_0725_ls,2,5,-5.52951421193447,1,5
train_0726_ls,2,5,-3.37560482272861,1,5
train_0727_ls,0,1,36.2752293130407,1,5
train_0728_ls,1,5,-18.5715545258953,1,5
train_0729_ls,3,2,6.55652125451231,2,6
train_0730_ls,3,6,-0.217818390238201,2,6
train_0731_ls,1,2,27.4296394666667,2,6
train_0732_ls,2,6,-46.9768571432511,2,6
train_0733_ls,1,6,-33.9443744260285,2,6
train_0734_ls,1,6,-31.9074274689573,2,6
train_0735_ls,1,5,-48.949681668165,1,5
train_0736_ls,1,5,-46.8761119404686,1,5
train_0737_ls,2,5,-40.5006718479386,1,5
train_0738_ls,1,4,-9.09254707844933,2,4
train_0739_ls,1,4,-3.80664584953958,2,4
train_0740_ls,2,1,8.63847369302793,1,5
train_0741_ls,2,1,13.2150118572697,1,5
train_0742_ls,1,5,-40.108279882668,1,5
train_0743_ls,3,4,-26.41105516996,2,4
train_0744_ls,3,4,-25.8743734253281,2,4
train_0745_ls,-1,4,-20.7088851775546,2,4
train_0746_ls,-1,4,-24.0248011109525,2,4
train_0747_ls,3,4,-25.6177268195632,2,4
train_0748_ls,2,4,-18.1980266877617,2,4
train_0749_ls,2,4,-20.6916437899488,2,4
train_0750_ls,1,1,13.1793451600553,1,5
train_0751_ls,1,1,9.01869373142958,1,5
train_0752_ls,2,5,-3.62136451571851,1,5
train_0753_ls,2,5,-1.92263060681057,1,5
train_0754_ls,1,1,39.2967466667067,1,5
train_0755_ls,1,1,7.5346106078269,1,5
train_0756_ls,2,5,-14.2761316327263,1,5
train_0757_ls,2,2,13.4018393744197,2,6
train_0758_ls,2,6,-0.589337633379188,2,6
train_0759_ls,3,6,-3.48714726730311,2,6
train_0760_ls,2,2,7.81198949907395,2,6
train_0761_ls,2,2,37.2075662604214,2,6
train_0762_ls,2,2,11.397586225701,2,6
train_0763_ls,3,2,15.1149868621401,2,6
train_0764_ls,2,6,-1.49829263636639,2,6
train_0765_ls,2,6,-4.84833008775412,2,6
train_0766_ls,2,6,-43.2546721236961,2,6
train_0767_ls,1,6,-33.4931833798678,2,6
train_0768_ls,3,5,-51.0843421414417,1,5
train_0769_ls,1,4,-11.2406038749588,2,4
train_0770_ls,1,4,-6.85077186749124,2,4
train_0771_ls,2,4,-2.84467131598691,2,4
train_0772_ls,1,2,8.52476941549864,2,4
train_0773_ls,1,4,-8.07247834544917,2,4
train_0774_ls,2,1,14.0611047182537,1,5
train_0775_ls,2,1,18.6667062347995,1,5
train_0776_ls,3,1,30.7923093110856,1,5
train_0777_ls,2,1,28.1489492466061,1,5
train_0778_ls,2,5,-47.4564725488559,1,5
train_0779_ls,2,5,-40.6073874895349,1,5
train_0780_ls,3,4,-26.2042218349822,2,4
train_0781_ls,-1,4,-20.3921987163265,2,4
train_0782_ls,3,4,-24.3671928075214,2,4
train_0783_ls,3,4,-25.201775952458,2,4
train_0784_ls,0,4,-15.8232898750497,2,4
train_0785_ls,2,4,-21.6954615337872,2,4
train_0786_ls,0,5,-0.614505595026161,1,5
train_0787_ls,2,1,5.77889388140425,1,5
train_0788_ls,2,1,1.03255824229408,1,5
train_0789_ls,2,5,-18.5413720105091,1,5
train_0790_ls,2,5,-5.12409910342082,1,5
train_0791_ls,3,2,11.7600453615042,2,6
train_0792_ls,3,2,11.1705721235205,2,6
train_0793_ls,1,6,-33.3882468529938,2,6
train_0794_ls,1,6,-30.7059215250409,2,6
train_0795_ls,-1,6,-25.5085237303939,2,6
train_0796_ls,2,6,-42.7274166381602,2,6
train_0797_ls,2,6,-19.5691832693131,2,6
train_0798_ls,3,5,-49.0401891793429,1,5
train_0799_ls,2,5,-33.8945772194139,1,5
train_0800_ls,2,5,-44.8052883825616,1,5
train_0801_ls,2,5,-51.9896519419925,1,5
train_0802_ls,0,5,-29.8390738510374,1,5
train_0803_ls,2,4,-3.24071337830161,2,4
train_0804_ls,1,2,3.36106944437404,2,4
train_0805_ls,1,4,-7.65337656480106,2,4
train_0806_ls,1,5,-26.7432114967418,1,5
train_0807_ls,1,4,-12.6366561417794,2,4
train_0808_ls,-1,4,-26.4327284058991,2,4
train_0809_ls,1,4,-26.5175882063043,2,4
train_0810_ls,2,5,-16.0390960306933,1,5
train_0811_ls,1,1,10.1562180562952,1,5
train_0812_ls,2,5,-4.93156677206216,1,5
train_0813_ls,0,1,12.1946790054287,1,5
train_0814_ls,1,5,-4.17273707278439,1,5
train_0815_ls,0,5,-15.8612332393796,1,5
train_0816_ls,2,2,10.7487293188058,2,6
train_0817_ls,3,2,3.601390512627,2,6
train_0818_ls,1,6,-2.22195839903958,2,6
train_0819_ls,1,2,12.5118654034325,2,6
train_0820_ls,1,6,-34.9273338175237,2,6
train_0821_ls,2,5,-50.6209032398554,1,5
train_0822_ls,0,5,-44.6221180532521,1,5
train_0823_ls,2,4,-2.1510795724177,2,4
train_0824_ls,0,4,-8.85507433838958,2,4
train_0825_ls,0,2,4.27958361292791,2,4
train_0826_ls,0,4,-10.772809367383,2,4
train_0827_ls,2,4,-2.435481800733,2,4
train_0828_ls,0,4,-0.968633664007432,2,4
train_0829_ls,0,4,-18.8578793176795,2,4
train_0830_ls,3,1,40.7837495291959,1,5
train_0831_ls,1,1,23.4631493210376,1,5
train_0832_ls,1,1,46.3935963116294,1,5
train_0833_ls,1,1,10.9401141862478,1,5
train_0834_ls,3,1,45.9332133184722,1,5
train_0835_ls,3,1,12.1670360208505,1,5
train_0836_ls,1,1,1.70270497693518,1,5
train_0837_ls,1,5,-8.79734629055756,1,5
train_0838_ls,2,5,-45.1688530017282,1,5
train_0839_ls,0,5,-45.4470578836069,1,5
train_0840_ls,2,5,-37.3990141297618,1,5
train_0841_ls,2,5,-35.5879982564805,1,5
train_0842_ls,2,5,-19.4704385039149,1,5
train_0843_ls,2,5,-52.4127604958718,1,5
train_0844_ls,0,5,-52.8754459467895,1,5
train_0845_ls,2,5,-53.1493889099367,1,5
train_0846_ls,3,4,-25.9283923901359,2,4
train_0847_ls,1,4,-24.2177251337059,2,4
train_0848_ls,1,4,-19.5233180998495,2,4
train_0849_ls,3,4,-25.8550443765161,2,4
train_0850_ls,3,4,-26.9430735778863,2,4
train_0851_ls,3,4,-22.8617579210149,2,4
train_0852_ls,-1,4,-19.1512828557603,2,4
train_0853_ls,-1,4,-20.4492750327628,2,4
train_0854_ls,3,4,-25.8438022932469,2,4
train_0855_ls,1,4,-23.8047462141371,2,4
train_0856_ls,1,4,-22.1730773804117,2,4
train_0857_ls,1,4,-21.6688157871913,2,4
train_0858_ls,3,4,-25.9094136798107,2,4
train_0859_ls,2,5,-5.06406414249407,1,5
train_0860_ls,2,1,4.72819904643936,1,5
train_0861_ls,0,5,-13.0608873728209,1,5
train_0862_ls,2,1,3.68012644809812,1,5
train_0863_ls,2,1,20.2481519713255,1,5
train_0864_ls,0,5,-7.02817061553396,1,5
train_0865_ls,0,5,-26.2756544386369,1,5
train_0866_ls,3,2,4.13371746696598,2,6
train_0867_ls,3,2,12.9632044162747,2,6
train_0868_ls,1,2,1.6670884804472,2,6
train_0869_ls,1,2,19.3851649238511,2,6
train_0870_ls,1,6,-0.881512382219521,2,6
train_0871_ls,3,2,14.2003399716025,2,6
train_0872_ls,1,2,41.45471114754,2,6
train_0873_ls,1,2,2.6086613633014,2,6
train_0874_ls,1,6,-16.5491616472056,2,6
train_0875_ls,1,6,-1.27713991177937,2,6
train_0876_ls,1,6,-16.3209806909426,2,6
train_0877_ls,0,6,-36.9780274990219,2,6
train_0878_ls,2,6,-9.08641819345693,2,6
train_0879_ls,1,5,-40.9196512011851,1,5
train_0880_ls,1,5,-45.3563084676595,1,5
train_0881_ls,3,5,-38.9335967685602,1,5
train_0882_ls,1,5,-18.8179815752158,1,5
train_0883_ls,1,5,-34.5647443480399,1,5
train_0884_ls,1,5,-50.5845072511526,1,5
train_0885_ls,1,5,-56.8010567366218,1,5
train_0886_ls,2,4,-1.96404271808099,2,4
train_0887_ls,0,4,-6.18822019384625,2,4
train_0888_ls,2,2,6.51795044356026,2,4
train_0889_ls,2,2,6.0755579586868,2,4
train_0890_ls,2,2,0.774376685829189,2,4
train_0891_ls,2,4,-4.05128091997293,2,4
train_0892_ls,2,2,10.9587364711801,2,4
train_0893_ls,0,2,15.6179424824864,2,4
train_0894_ls,2,2,10.8257384736195,2,4
train_0895_ls,2,2,4.78953577562883,2,4
train_0896_ls,0,4,-11.3917523328174,2,4
train_0897_ls,0,2,5.11092949933182,2,4
train_0898_ls,2,2,2.52156762907355,2,4
train_0899_ls,3,1,31.7843043371652,1,5
train_0900_ls,-1,1,61.2541235012869,1,5
train_0901_ls,-1,1,69.276155669781,1,5
train_0902_ls,-1,1,83.7822746701513,1,5
train_0903_ls,-1,1,83.5270945540702,1,5
train_0904_ls,-1,1,73.4028167299367,1,5
train_0905_ls,3,1,38.3806124531914,1,5
train_0906_ls,3,1,33.7970835196782,1,5
train_0907_ls,1,1,58.3063112769864,1,5
train_0908_ls,3,1,53.3732847922854,1,5
train_0909_ls,3,1,20.396883702094,1,5
train_0910_ls,1,1,7.20923257582961,1,5
train_0911_ls,1,5,-8.80434622154168,1,5
train_0912_ls,2,5,-29.7572951221321,1,5
train_0913_ls,2,5,-42.1075753301466,1,5
train_0914_ls,2,5,-25.4958816106406,1,5
train_0915_ls,0,5,-40.0545411008022,1,5
train_0916_ls,2,5,-54.4224539006137,1,5
train_0917_ls,2,5,-30.3280146121262,1,5
train_0918_ls,0,5,-55.5760540144364,1,5
train_0919_ls,2,5,-43.0645688189397,1,5
train_0920_ls,2,5,-47.5567889742981,1,5
train_0921_ls,3,4,-21.3598519595846,2,4
train_0922_ls,1,4,-9.17148544843328,2,4
train_0923_ls,3,4,-24.897811869281,2,4
train_0924_ls,-1,4,-19.8910355140337,2,4
train_0925_ls,-1,4,-23.8589048625318,2,4
train_0926_ls,-1,4,-19.0585776809017,2,4
train_0927_ls,-1,4,-19.4199216067623,2,4
train_0928_ls,3,4,-25.7756822494285,2,4
train_0929_ls,3,4,-26.7381570960731,2,4
train_0930_ls,3,4,-25.9595523770224,2,4
train_0931_ls,1,4,-20.1947219869163,2,4
train_0932_ls,1,4,-22.3151695587998,2,4
train_0933_ls,1,4,-14.956780930588,2,4
train_0934_ls,3,4,-25.1142014204337,2,4
train_0935_ls,3,4,-27.8281099277954,2,4
train_0936_ls,1,4,-22.5230117408478,2,4
train_0937_ls,1,4,-24.0187491585499,2,4
train_0938_ls,1,4,-17.7194544539748,2,4
train_0939_ls,3,4,-27.7259356977336,2,4
train_0940_ls,2,1,21.0496661199965,1,5
train_0941_ls,2,1,18.1799524069217,1,5
train_0942_ls,2,1,26.9243870987574,1,5
train_0943_ls,0,1,16.2854927711843,1,5
train_0944_ls,2,1,20.4746518925728,1,5
train_0945_ls,2,5,-12.5491840193454,1,5
train_0946_ls,2,5,-0.6918423099595,1,5
train_0947_ls,3,2,10.8432185030657,2,6
train_0948_ls,1,2,16.4463461651739,2,6
train_0949_ls,-1,2,38.3261984712809,2,6
train_0950_ls,-1,2,58.3101594159522,2,6
train_0951_ls,-1,2,45.4033882444142,2,6
train_0952_ls,3,2,6.37553246200349,2,6
train_0953_ls,3,2,29.4161325911197,2,6
train_0954_ls,1,2,30.9694751275924,2,6
train_0955_ls,1,6,-11.456745434436,2,6
train_0956_ls,1,6,-14.8269692379159,2,6
train_0957_ls,2,6,-9.83559861673326,2,6
train_0958_ls,2,6,-2.45687460265058,2,6
train_0959_ls,2,6,-19.5741464299564,2,6
train_0960_ls,0,6,-48.1441079724966,2,6
train_0961_ls,0,6,-32.112044503149,2,6
train_0962_ls,1,5,-21.2386052065247,1,5
train_0963_ls,-1,5,-39.598104201045,1,5
train_0964_ls,-1,5,-18.9160935599323,1,5
train_0965_ls,-1,5,-21.282593369682,1,5
train_0966_ls,1,5,-37.3662213631561,1,5
train_0967_ls,3,5,-34.580640229736,1,5
train_0968_ls,3,5,-51.9533420476636,1,5
train_0969_ls,1,5,-56.6918887879681,1,5
train_0970_ls,2,4,-5.99475939955817,2,4
train_0971_ls,0,2,4.7275478171315,2,4
train_0972_ls,0,4,-9.10357442787184,2,4
train_0973_ls,2,4,-3.92326547315013,2,4
train_0974_ls,2,4,-5.55528866156601,2,4
train_0975_ls,2,4,-13.1262227807332,2,4
train_0976_ls,2,2,11.96347521055,2,4
train_0977_ls,2,2,9.08564704704414,2,4
train_0978_ls,0,2,8.37208995993685,2,4
train_0979_ls,0,2,23.8300546752104,2,4
train_0980_ls,2,2,17.5713663597726,2,4
train_0981_ls,2,2,17.0615449072825,2,4
train_0982_ls,0,4,-5.82325208682302,2,4
train_0983_ls,3,1,32.4964638350566,1,5
train_0984_ls,1,1,6.96373555819568,1,5
train_0985_ls,1,1,38.2268214902105,1,5
train_0986_ls,3,1,41.7410836928894,1,5
train_0987_ls,-1,1,9.77715257267792,1,5
train_0988_ls,-1,1,18.3041141296754,1,5
train_0989_ls,-1,1,13.073914971648,1,5
train_0990_ls,-1,1,23.6315162626485,1,5
train_0991_ls,-1,1,5.28061816409525,1,5
train_0992_ls,3,1,56.7816122260748,1,5
train_0993_ls,3,1,64.8033741889649,1,5
train_0994_ls,1,1,26.5953630481277,1,5
train_0995_ls,2,5,-33.5674936164407,1,5
train_0996_ls,2,5,-29.686523223178,1,5
train_0997_ls,2,5,-43.7935009548234,1,5
train_0998_ls,2,5,-48.1588681247789,1,5
train_0999_ls,2,5,-28.7784475491343,1,5
train_1000_ls,2,5,-29.4895776177768,1,5
train_1001_ls,2,5,-36.3378330467215,1,5
train_1002_ls,3,4,-18.9699115962768,2,4
train_1003_ls,3,4,-23.8407947508946,2,4
train_1004_ls,-1,4,-23.288861388493,2,4
train_1005_ls,-1,4,-21.4260580995232,2,4
train_1006_ls,-1,4,-22.8044510573537,2,4
train_1007_ls,-1,4,-23.4247461178343,2,4
train_1008_ls,-1,4,-23.4033193046351,2,4
train_1009_ls,3,4,-23.582649213278,2,4
train_1010_ls,3,4,-24.3960802061322,2,4
train_1011_ls,1,4,-18.1126827010377,2,4
train_1012_ls,1,4,-20.8534995676438,2,4
train_1013_ls,1,4,-11.2306796243032,2,4
train_1014_ls,3,4,-24.8452956642634,2,4
train_1015_ls,2,5,-1.96452138232498,1,5
train_1016_ls,2,1,3.34498920033237,1,5
train_1017_ls,2,5,-12.6642361870953,1,5
train_1018_ls,2,1,23.3144623317351,1,5
train_1019_ls,2,1,23.2989378101562,1,5
train_1020_ls,0,1,27.1238434951082,1,5
train_1021_ls,0,1,56.2554866340907,1,5
train_1022_ls,2,1,32.5475927420904,1,5
train_1023_ls,2,1,19.0137614562678,1,5
train_1024_ls,0,5,-11.7087110077157,1,5
train_1025_ls,3,2,3.03095942596188,2,6
train_1026_ls,3,2,4.96308023509239,2,6
train_1027_ls,1,6,-6.77446144436396,2,6
train_1028_ls,1,2,16.9078978320007,2,6
train_1029_ls,-1,6,-12.4215397445888,2,6
train_1030_ls,-1,6,-7.87634938091595,2,6
train_1031_ls,-1,2,0.804980573936632,2,6
train_1032_ls,-1,6,-0.650920785629671,2,6
train_1033_ls,-1,6,-8.24080945619141,2,6
train_1034_ls,3,2,20.4837393591342,2,6
train_1035_ls,3,2,24.7705587839026,2,6
train_1036_ls,1,2,35.7243461505458,2,6
train_1037_ls,1,2,13.2215513845136,2,6
train_1038_ls,3,2,31.2786946025375,2,6
train_1039_ls,1,2,7.01959914999214,2,6
train_1040_ls,0,6,-32.2720286711619,2,6
train_1041_ls,2,6,-6.09890218956054,2,6
train_1042_ls,2,6,-6.5034367140536,2,6
train_1043_ls,0,6,-1.19619828036293,2,6
train_1044_ls,0,2,24.992313729298,2,6
train_1045_ls,2,6,-1.52011528229354,2,6
train_1046_ls,2,6,-9.87154430466274,2,6
train_1047_ls,1,5,-41.2986141500112,1,5
train_1048_ls,1,5,-43.6768571091467,1,5
train_1049_ls,1,5,-48.2398171606718,1,5
train_1050_ls,3,5,-36.7180141795192,1,5
train_1051_ls,-1,5,-45.4321633816543,1,5
train_1052_ls,-1,5,-33.7575079402817,1,5
train_1053_ls,-1,5,-39.2178967756216,1,5
train_1054_ls,-1,5,-51.9210120690377,1,5
train_1055_ls,-1,5,-56.2962539164253,1,5
train_1056_ls,3,5,-31.0541978799438,1,5
train_1057_ls,1,5,-20.3998078962792,1,5
train_1058_ls,1,5,-28.6349018704283,1,5
train_1059_ls,3,5,-28.5082274742165,1,5
train_1060_ls,3,5,-37.271644955003,1,5
train_1061_ls,3,1,33.3893969521941,1,5
train_1062_ls,1,5,-48.8921687933104,1,5
train_1063_ls,1,4,-10.0848463837654,2,4
train_1064_ls,1,4,-1.44601030406764,2,4
train_1065_ls,1,4,-7.38609084974275,2,4
train_1066_ls,2,4,-6.11298469442298,2,4
train_1067_ls,2,2,3.76643234409514,2,4
train_1068_ls,1,2,20.9386032182127,2,4
train_1069_ls,1,2,3.30457570760763,2,4
train_1070_ls,2,4,-16.1742285016283,2,4
train_1071_ls,1,4,-14.4764463991691,2,4
train_1072_ls,1,4,-6.71187433972234,2,4
train_1073_ls,2,4,-16.3199928027953,2,4
train_1074_ls,3,1,37.266986826728,1,5
train_1075_ls,3,1,37.4027672011916,1,5
train_1076_ls,2,1,45.8729492538766,1,5
train_1077_ls,3,1,41.2643907872264,1,5
train_1078_ls,3,1,34.1518538446624,1,5
train_1079_ls,3,1,8.7612427213161,1,5
train_1080_ls,2,1,0.280465171141621,1,5
train_1081_ls,2,1,1.42318288991006,1,5
train_1082_ls,2,5,-47.6488162507285,1,5
train_1083_ls,1,5,-47.3968555091708,1,5
train_1084_ls,1,5,-47.9014368812188,1,5
train_1085_ls,2,5,-51.8560650896267,1,5
train_1086_ls,2,5,-27.9918260827575,1,5
train_1087_ls,1,5,-10.6762886211414,1,5
train_1088_ls,1,5,-16.8668316039898,1,5
train_1089_ls,2,5,-19.966463784312,1,5
train_1090_ls,2,5,-48.9808951816999,1,5
train_1091_ls,2,5,-61.1570549392894,1,5
train_1092_ls,2,5,-42.2024779175706,1,5
train_1093_ls,2,5,-48.790804740823,1,5
train_1094_ls,3,4,-26.4497460863177,2,4
train_1095_ls,3,4,-26.5131225979116,2,4
train_1096_ls,2,4,-24.9095604781413,2,4
train_1097_ls,2,4,-23.7269799690526,2,4
train_1098_ls,3,4,-26.8837573036072,2,4
train_1099_ls,3,4,-26.909228603379,2,4
train_1100_ls,3,4,-26.7141620123504,2,4
train_1101_ls,3,4,-25.3283844601585,2,4
train_1102_ls,2,4,-19.1863708637368,2,4
train_1103_ls,2,4,-16.9990848104708,2,4
train_1104_ls,3,4,-24.7337402930305,2,4
train_1105_ls,3,4,-24.7156159368791,2,4
train_1106_ls,3,4,-25.5407821098473,2,4
train_1107_ls,2,4,-24.247331783617,2,4
train_1108_ls,2,4,-24.6754557697466,2,4
train_1109_ls,2,4,-23.7699779222807,2,4
train_1110_ls,3,4,-25.7532644733467,2,4
train_1111_ls,3,4,-25.4624578206608,2,4
train_1112_ls,2,5,-7.40166450537879,1,5
train_1113_ls,2,5,-0.347673694785576,1,5
train_1114_ls,1,5,-11.7010358766155,1,5
train_1115_ls,1,5,-3.23826979361209,1,5
train_1116_ls,1,5,-4.38819288997671,1,5
train_1117_ls,2,5,-2.71724497512031,1,5
train_1118_ls,2,1,26.3530052724554,1,5
train_1119_ls,2,5,-22.3211797818356,1,5
train_1120_ls,1,5,-20.7784853281038,1,5
train_1121_ls,2,5,-24.964750061906,1,5
train_1122_ls,2,5,-26.3677325433322,1,5
train_1123_ls,3,2,3.50074702915311,2,6
train_1124_ls,3,2,6.86441825324439,2,6
train_1125_ls,2,2,0.840380328476108,2,6
train_1126_ls,2,2,7.69089228152399,2,6
train_1127_ls,2,2,1.41753335937198,2,6
train_1128_ls,3,2,9.39479655470948,2,6
