refcode,total_charge,multiplicity,HOMO_eV,LUMO_eV,gap_eV
train_0365_ls,3,2,-15.7635559239159,-12.5335644028236,3.22999152109239
train_0365_hs,3,4,-15.7553925081086,-11.6301463868146,4.12524612129407
train_0366_ls,3,2,-15.7635559239159,-12.2859407900018,3.47761513391413
train_0366_hs,3,4,-15.7608347853135,-11.5675601989585,4.193274586355
train_0367_ls,3,2,-16.5145901781885,-13.8016149915591,2.71297518662942
train_0367_hs,3,4,-16.4846576535617,-13.1050035093353,3.37965414422641
train_0368_ls,3,2,-15.5213745882991,-13.2056856376254,2.31568895067365
train_0368_hs,3,4,-15.5213745882991,-12.8682644509233,2.65311013737581
train_0369_ls,3,2,-16.12546735804,-13.028811628467,3.09665572957299
train_0369_hs,3,4,-16.0982559720157,-12.2015854933263,3.89667047868939
train_0370_ls,3,2,-16.0329486455572,-12.7267652435966,3.30618340196062
train_0370_hs,3,4,-16.0220640911474,-12.1389993054702,3.8830647856772
train_0371_ls,3,2,-16.4111869112959,-13.3988864783984,3.01230043289745
train_0371_hs,3,4,-16.3785332480666,-12.879149005333,3.49938424273363
train_0372_ls,3,2,-23.1841008927609,-18.8003466042353,4.38375428852557
train_0372_hs,3,4,-23.5296854952704,-18.1935326958919,5.33615279937842
train_0373_ls,3,2,-21.1432469409334,-17.3989602239804,3.74428671695294
train_0373_hs,3,4,-21.2085542673918,-16.6996276031542,4.50892666423765
train_0374_ls,3,2,-18.4874156649551,-16.2315917635351,2.25582390142004
train_0374_hs,3,4,-18.3595221506406,-15.8234209731696,2.53610117747103
train_0375_ls,3,2,-17.6982854702485,-15.6928063202526,2.00547914999586
train_0375_hs,3,4,-17.6547472526095,-14.985310283619,2.66943696899043
train_0376_ls,3,2,-17.5758342331388,-15.1485785997652,2.42725563337356
train_0376_hs,3,4,-17.5404594313071,-14.5744183546511,2.96604107665603
train_0377_ls,3,2,-22.4766048561273,-18.2016961116993,4.27490874442809
train_0377_hs,3,4,-23.0126691608074,-17.6710740842241,5.34159507658329
train_0378_ls,3,2,-20.9391615457506,-17.0180008196393,3.92116072611132
train_0378_hs,3,4,-21.0180745652213,-16.1417941896546,4.87628037556661
train_0379_ls,3,2,-18.2479554679407,-15.8642380522061,2.38371741573457
train_0379_hs,3,4,-18.2207440819163,-15.5349802813113,2.68576380060505
train_0380_ls,2,1,-14.3458427120464,-12.106345642241,2.23949706980542
train_0380_hs,2,5,-14.1961800889124,-12.7757457384404,1.42043435047197
train_0381_ls,2,1,-17.7962464599362,-11.1485048541833,6.64774160575292
train_0381_hs,2,5,-16.6833007715396,-12.966225440611,3.71707533092857
train_0382_ls,2,1,-13.9050182584517,-11.3689170809806,2.53610117747103
train_0382_hs,2,5,-13.7090962790762,-12.019269206963,1.68982707211321
train_0383_ls,2,1,-13.7308653878957,-11.096803220737,2.63406216715875
train_0383_hs,2,5,-13.5567125173398,-11.9158659400704,1.64084657726934
train_0384_ls,2,1,-16.7458869593956,-10.0736551062208,6.67223185317485
train_0384_hs,2,5,-15.8152575573622,-11.7498764853218,4.06538107204047
train_0385_ls,2,1,-13.5050108838935,-10.7022381233836,2.80277276050983
train_0385_hs,2,5,-13.2927620729034,-11.396128467005,1.8966336058984
train_0386_ls,2,1,-14.6261199880974,-10.1552892642939,4.47083072380354
train_0386_hs,2,5,-14.386659791083,-11.2328601508588,3.15379964022416
train_0387_ls,2,1,-14.5036687509877,-9.75256075113322,4.75110799985452
train_0387_hs,2,5,-14.2859776627928,-10.7185649549983,3.56741270779455
train_0388_ls,2,1,-18.4955790807624,-12.5607757888479,5.9348032919145
train_0388_hs,2,5,-17.4098447783902,-13.4505881118447,3.95925666654543
train_0389_ls,2,1,-17.1350097795441,-11.4723203478732,5.66268943167082
train_0389_hs,2,5,-16.4220714657056,-12.2260757407482,4.19599572495743
train_0390_ls,2,1,-14.9798680064142,-11.0559861417004,3.92388186471376
train_0390_hs,2,5,-14.7376866707973,-11.6056561393926,3.13203053140467
train_0391_ls,2,1,-17.6547472526095,-12.1335570282654,5.52119022434411
train_0391_hs,2,5,-17.0887504233026,-12.7594189068258,4.32933151647683
train_0392_ls,2,1,-13.0070425196475,-10.0083477797623,2.99869473988527
train_0392_hs,2,5,-12.8709855895257,-10.9280926273859,1.94289296213982
train_0393_ls,2,1,-12.792072570055,-9.65732090004794,3.13475167000711
train_0393_hs,2,5,-12.6750636101503,-10.2913461944157,2.38371741573457
train_0394_ls,2,1,-12.6070351450893,-9.26547694129705,3.3415582037923
train_0394_hs,2,5,-12.5254009870162,-10.1770583731133,2.34834261390289
train_0395_ls,2,1,-12.5662180660528,-8.96615169502901,3.60006637102379
train_0395_hs,2,5,-12.4873050465821,-9.91855020588186,2.56875484070027
train_0396_ls,2,1,-12.4002286113042,-8.81376793329255,3.5864606780116
train_0396_hs,2,5,-12.3158733146286,-9.70358025628936,2.61229305833926
train_0397_ls,2,1,-12.386622918292,-8.54709635025375,3.83952656803822
train_0397_hs,2,5,-12.212470047736,-9.32806312915309,2.88440691858293
train_0398_ls,2,1,-12.236960295158,-8.55253862745863,3.68442166769932
train_0398_hs,2,5,-12.0927399492288,-9.31445743614091,2.7782825130879
train_0399_ls,2,1,-12.2886619286042,-8.24504996538328,4.04361196322097
train_0399_hs,2,5,-12.0573651473971,-8.94982486341439,3.10754028398274
train_0400_ls,2,1,-12.6451310855235,-8.97159397223388,3.67353711328958
train_0400_hs,2,5,-12.5199587098114,-9.87229084964044,2.64766786017093
train_0401_ls,2,1,-12.4682570763651,-8.78383540866575,3.68442166769933
train_0401_hs,2,5,-12.4219977201236,-9.87501198824287,2.54698573188077
train_0402_ls,2,1,-12.492747323787,-8.64233620133904,3.85041112244797
train_0402_hs,2,5,-12.2424025723628,-9.35527451517746,2.88712805718537
train_0403_ls,2,1,-14.8628590465094,-8.05729140181514,6.80556764469425
train_0403_hs,2,5,-13.9376719216809,-10.1634526801012,3.77421924157974
train_0404_ls,2,1,-12.3839017796895,-8.62600936972442,3.75789240996512
train_0404_hs,2,5,-12.0111057911557,-9.7063013948918,2.30480439626391
train_0405_ls,2,1,-12.125393612458,-8.21511744075647,3.91027617170157
train_0405_hs,2,5,-11.9158659400704,-9.1729582288142,2.74290771125622
train_0406_ls,2,1,-11.9648464349143,-7.81783120480071,4.14701523011357
train_0406_hs,2,5,-11.6274252482121,-8.96615169502901,2.66127355318312
train_0407_ls,2,1,-13.3471848449521,-6.29943586464102,7.04774898031112
train_0407_hs,2,5,-12.36213267087,-8.68315328037559,3.67897939049445
train_0408_ls,2,1,-13.4260978644228,-7.61646694822039,5.80963091620241
train_0408_hs,2,5,-12.8682644509233,-8.90900778437784,3.95925666654543
train_0409_ls,2,1,-11.8668854452266,-7.58109214638871,4.28579329883784
train_0409_hs,2,5,-11.5593967831512,-8.59879798370005,2.96059879945116
train_0410_ls,2,1,-12.9635043020086,-6.83822130792349,6.12528299408506
train_0410_hs,2,5,-12.1961432161214,-8.54165407304888,3.65448914307252
train_0411_ls,2,1,-12.6015928678845,-6.77563512006744,5.82595774781703
train_0411_hs,2,5,-12.1362781668678,-8.0763393720322,4.05993879483559
train_0412_ls,2,1,-12.1634895528922,-8.22055971796134,3.94292983493081
train_0412_hs,2,5,-11.9294716330826,-9.11581431816303,2.81365731491957
train_0413_ls,2,1,-13.4886840522788,-7.88858080846406,5.60010324381478
train_0413_hs,2,5,-12.6968327189698,-8.93349803179977,3.76333468716999
train_0414_ls,2,1,-13.6655580614372,-8.23144427237109,5.43411378906614
train_0414_hs,2,5,-13.1104457865401,-9.12669887257277,3.98374691396737
train_0415_ls,2,1,-13.3471848449521,-7.8613694224397,5.48581542251244
train_0415_hs,2,5,-12.9988791038402,-9.0994874865484,3.89939161729183
train_0416_ls,2,1,-12.1090667808434,-7.86681169964457,4.24225508119885
train_0416_hs,2,5,-11.9675675735167,-8.54981748885619,3.41775008466053
train_0417_ls,2,1,-12.8437742035013,-7.14570996999884,5.6980642335025
train_0417_hs,2,5,-12.3376424234481,-8.40015486572217,3.93748755772594
train_0418_ls,2,1,-11.8070203959729,-7.78789868017391,4.01912171579904
train_0418_hs,2,5,-11.6410309412243,-8.3212418462515,3.3197890949728
train_0419_ls,2,1,-11.7498764853218,-7.02325873288919,4.72661775243259
train_0419_hs,2,5,-11.545791090139,-8.0763393720322,3.46945171810682
train_0420_ls,2,1,-12.1444415826751,-6.68039526898216,5.46404631369294
train_0420_hs,2,5,-11.7662033169364,-7.84504259082508,3.92116072611132
train_0421_ls,2,1,-12.7539766296209,-7.11849858397447,5.63547804564646
train_0421_hs,2,5,-12.2832196513994,-8.16885808451505,4.11436156688433
train_0422_ls,2,1,-11.7335496537072,-6.92529774320146,4.80825191050569
train_0422_hs,2,5,-11.5240219813195,-7.85320600663239,3.67081597468714
train_0423_ls,2,1,-11.8396740592022,-6.66406843736754,5.17560562183465
train_0423_hs,2,5,-11.6110984165975,-7.50490026552049,4.10619815107702
train_0424_ls,2,1,-12.0492017315898,-7.20285388065001,4.84634785093981
train_0424_hs,2,5,-11.9457984646972,-8.08450278783951,3.86129567685771
train_0425_ls,2,1,-12.2913830672067,-6.9579514064307,5.33343166077598
train_0425_hs,2,5,-12.0492017315898,-8.00831090697128,4.04089082461854
train_0426_ls,2,1,-12.0464805929874,-6.90352863438197,5.14295195860541
train_0426_hs,2,5,-11.8451163364071,-7.79606209598122,4.04905424042585
train_0427_ls,2,1,-12.3322001462432,-7.10489289096229,5.22730725528095
train_0427_hs,2,5,-12.2342391565555,-8.01919546138103,4.21504369517449
train_0428_ls,2,1,-16.4193503271032,-10.9008812413615,5.51846908574168
train_0428_hs,2,5,-15.8832860224232,-11.4097341600172,4.47355186240598
train_0429_ls,2,1,-13.4995686066886,-10.299509610223,3.20005899646559
train_0429_hs,2,5,-13.1267726181548,-10.6886324303715,2.43814018778331
train_0430_ls,2,1,-15.4941632022747,-9.70085911768692,5.79330408458779
train_0430_hs,2,5,-14.7948305814485,-10.3593746594766,4.43545592197186
train_0431_ls,2,1,-12.9879945494305,-9.07227610052404,3.91571844890645
train_0431_hs,2,5,-12.5907083134747,-9.97297297793059,2.61773533554413
train_0432_ls,2,1,-14.4057077613,-8.65866303295366,5.74704472834636
train_0432_hs,2,5,-13.8750857338249,-9.6028981279992,4.27218760582566
train_0433_ls,2,1,-14.3703329594683,-9.49677372250417,4.87355923696418
train_0433_hs,2,5,-13.9240662286687,-9.97569411653303,3.94837211213569
train_0434_ls,2,1,-12.9281295001769,-8.39471258851729,4.53341691165958
train_0434_hs,2,5,-12.8002359858624,-9.45595664346762,3.34427934239474
train_0435_ls,2,1,-13.8451532091981,-8.35117437087831,5.49397883831975
train_0435_hs,2,5,-13.4777994978691,-9.28180377291167,4.19599572495743
train_0436_ls,2,1,-13.3580693993619,-7.91307105588599,5.44499834347589
train_0436_hs,2,5,-13.2492238552644,-8.99064194245094,4.25858191281347
train_0437_ls,2,1,-16.1390730510522,-10.3484901050669,5.79058294598535
train_0437_hs,2,5,-15.1812322629945,-10.772987727047,4.40824453594749
train_0438_ls,2,1,-13.5050108838935,-9.202890753441,4.30212013045246
train_0438_hs,2,5,-13.1131669251426,-10.0110689183647,3.10209800677787
train_0439_ls,2,1,-14.7757826112314,-9.0178533284753,5.75792928275611
train_0439_hs,2,5,-14.3023044944074,-10.0165111955696,4.28579329883784
train_0440_ls,2,1,-14.1118247922369,-8.50083699401233,5.61098779822452
train_0440_hs,2,5,-13.7227019720884,-9.33078426775553,4.39191770433287
train_0441_ls,3,2,-22.4793259947298,-20.1364256580318,2.34290033669802
train_0441_hs,3,6,-22.2099332730885,-19.9024077382222,2.30752553486634
train_0442_ls,3,2,-21.352774613321,-18.879259623706,2.47351498961498
train_0442_hs,3,6,-21.0398436740408,-18.7377604163793,2.30208325766147
train_0443_ls,3,2,-21.1051510004992,-18.5717709616306,2.53338003886859
train_0443_hs,3,6,-20.3241842215999,-17.8969285882263,2.42725563337356
train_0444_ls,3,2,-25.2576085078177,-20.7894989226166,4.4681095852011
train_0444_hs,3,6,-24.5011319763403,-21.0480070898481,3.4531248864922
train_0445_ls,3,2,-22.1010877289911,-19.3745068493495,2.7265808796416
train_0445_hs,3,6,-21.8398584231572,-19.6466207095931,2.193237713564
train_0446_ls,3,2,-24.5691604414012,-20.2452712021292,4.32388923927196
train_0446_hs,3,6,-24.2181335616868,-20.6942590715313,3.52387449015556
train_0447_ls,3,2,-15.8424689433866,-15.2410973122481,0.601371631138516
train_0447_hs,3,6,-15.6547103798185,-15.0125216696434,0.64218871017507
train_0448_ls,3,2,-15.5757973603478,-15.0995981049214,0.476199255426428
train_0448_hs,3,6,-15.5213745882991,-15.028848501258,0.492526087041048
train_0449_ls,3,2,-15.4615095390455,-14.7131964233754,0.748313115670102
train_0449_hs,3,6,-15.2302127578383,-14.6152354336876,0.614977324150697
train_0450_ls,3,2,-15.1512997383677,-14.7023118689656,0.448987869402059
train_0450_hs,3,6,-15.0832712733068,-14.5853029090608,0.497968364245921
train_0451_ls,3,2,-15.2601452824652,-14.685985037351,0.57416024511415
train_0451_hs,3,6,-14.9336086501727,-14.4846207807707,0.448987869402059
train_0452_ls,3,2,-16.081929140401,-15.4751152320577,0.606813908343391
train_0452_hs,3,6,-15.869680329411,-15.2927989456944,0.576881383716586
train_0453_ls,3,2,-15.6547103798185,-15.0370119170653,0.617698462753138
train_0453_hs,3,6,-15.439740430226,-14.8655801851118,0.574160245114149
train_0454_ls,3,2,-19.9649939260782,-16.6152723064786,3.34972161959961
train_0454_hs,3,6,-19.415323928386,-16.8220788402638,2.5932450881222
train_0455_ls,3,2,-19.1377677909375,-15.7363445378916,3.40142325304591
train_0455_hs,3,6,-18.773135218211,-15.8206998345671,2.95243538364385
train_0456_ls,3,2,-18.3050993785918,-14.8274842446777,3.47761513391413
train_0456_hs,3,6,-18.2234652205187,-15.0070793924385,3.21638582808021
train_0457_ls,3,2,-17.1703845813757,-15.0506176100775,2.11976697129821
train_0457_hs,3,6,-16.9608569089881,-15.1866745401994,1.77418236878874
train_0458_ls,3,2,-16.6016666134665,-14.19345895031,2.4082076631565
train_0458_hs,3,6,-16.3703698322593,-14.6315622653023,1.73880756695707
train_0459_ls,3,2,-16.4030234954886,-13.6927694474616,2.71025404802698
train_0459_hs,3,6,-16.1336307738473,-14.4193134543122,1.71431731953513
train_0460_ls,3,2,-19.6438995709907,-16.1036982492205,3.54020132177018
train_0460_hs,3,6,-19.2602190280471,-16.4356771587178,2.82454186932932
train_0461_ls,3,2,-18.7649718024037,-15.0043582538361,3.76061354856755
train_0461_hs,3,6,-18.6207514564745,-15.5594705287332,3.06128092774132
train_0462_ls,3,2,-17.0043951266271,-14.3404004348415,2.66399469178555
train_0462_hs,3,6,-16.7758194840224,-15.0370119170653,1.73880756695707
train_0463_ls,3,2,-19.371785710747,-15.3200103317188,4.05177537902828
train_0463_hs,3,6,-19.0860661574912,-16.2451974565472,2.84086870094394
train_0464_ls,3,2,-16.4656096833446,-15.7798827555306,0.685726927814054
train_0464_hs,3,6,-16.5581283958275,-15.0778289961019,1.48029939972558
train_0465_ls,3,2,-16.3676486936569,-13.589366180569,2.77828251308789
train_0465_hs,3,6,-16.1662844370766,-14.3676118208659,1.79867261621067
train_0466_ls,3,2,-15.9894104279182,-12.9335717773818,3.05583865053644
train_0466_hs,3,6,-15.8098152801574,-13.7716824669323,2.03813281322511
train_0467_ls,3,2,-15.8098152801574,-12.6723424715478,3.13747280860954
train_0467_hs,3,6,-15.7091331518672,-13.5131742997008,2.19595885216644
train_0468_ls,3,2,-15.8125364187598,-12.4219977201236,3.39053869863616
train_0468_hs,3,6,-15.720017706277,-13.3009254887107,2.41909221756625
train_0469_ls,3,2,-16.6588105241176,-14.0410751885735,2.61773533554413
train_0469_hs,3,6,-16.4438405745251,-14.8546956307021,1.58914494382304
train_0470_ls,3,2,-16.2588031495594,-13.2873197956985,2.9714833538609
train_0470_hs,3,6,-16.0710445859913,-14.1825743959002,1.88847019009109
train_0471_ls,3,2,-16.0574388929791,-12.9308506387793,3.1265882541998
train_0471_hs,3,6,-15.9866892893158,-13.8152206845713,2.1714686047445
train_0472_ls,3,2,-23.3337635158949,-19.3228052159032,4.01095829999174
train_0472_hs,3,6,-23.2249179717974,-19.9649939260782,3.2599240457192
train_0473_ls,3,2,-21.4180819397795,-17.8724383408044,3.54564359897505
train_0473_hs,3,6,-21.1949485743796,-18.6670108127159,2.52793776166372
train_0474_ls,3,2,-20.5636444186143,-16.6506471083103,3.91299731030401
train_0474_hs,3,6,-20.318741944395,-17.5976033419583,2.72113860243672
train_0475_ls,3,2,-18.8112311586451,-16.9581357703857,1.85309538825941
train_0475_hs,3,6,-18.3159839330016,-17.4996423522706,0.81634158073102
train_0476_ls,3,2,-18.0248221025409,-16.0084583981353,2.01636370440561
train_0476_hs,3,6,-17.8044098757435,-16.8765016123126,0.927908263430926
train_0477_ls,3,2,-23.1759374769536,-19.0425279398522,4.13340953710139
train_0477_hs,3,6,-23.2058700015804,-19.4887946706518,3.71707533092857
train_0478_ls,3,2,-18.7595295251988,-16.6370414152981,2.12248810990064
train_0478_hs,3,6,-18.1391099238432,-17.2193650762196,0.919744847623612
train_0479_ls,2,2,-16.9799048792052,-13.8369897933907,3.14291508581442
train_0479_hs,2,6,-16.9363666615662,-11.8423951978046,5.09397146376155
train_0480_ls,2,2,-13.4750783592667,-13.0696287075036,0.405449651763071
train_0480_hs,2,6,-13.5077320224959,-11.5430699515366,1.96466207095931
train_0481_ls,2,2,-13.9159028128614,-12.5607757888479,1.35512702401349
train_0481_hs,2,6,-13.3335791519399,-11.2410235666661,2.09255558527384
train_0482_ls,2,2,-15.869680329411,-12.7566977682234,3.11298256118761
train_0482_hs,2,6,-15.651989241216,-10.8627853009274,4.78920394028864
train_0483_ls,2,2,-15.3798753809724,-13.1022823707328,2.27759301023954
train_0483_hs,2,6,-14.6914273145559,-11.5049740111025,3.18645330345341
train_0484_ls,2,2,-13.6410678140153,-11.9403561874923,1.70071162652295
train_0484_hs,2,6,-13.1703108357937,-11.0314958942785,2.13881494151527
train_0485_ls,2,2,-14.7621769182192,-12.0900188106264,2.67215810759286
train_0485_hs,2,6,-14.19345895031,-10.6450942127325,3.54836473757749
train_0486_ls,2,2,-14.5417646914219,-11.4668780706684,3.0748866207535
train_0486_hs,2,6,-14.1553630098758,-10.3539323822717,3.8014306276041
train_0487_ls,2,2,-17.7254968562728,-13.9784890007175,3.74700785555537
train_0487_hs,2,6,-17.9894473007092,-12.405670888509,5.58377641220016
train_0488_ls,2,2,-14.2614874153709,-12.5090741554016,1.75241325996925
train_0488_hs,2,6,-13.6601157842324,-11.738991930912,1.92112385332033
train_0489_ls,2,2,-16.4220714657056,-12.7757457384404,3.64632572726521
train_0489_hs,2,6,-16.5635706730323,-11.4124552986196,5.15111537441272
train_0490_ls,2,2,-15.0805501347043,-12.0247114841679,3.05583865053644
train_0490_hs,2,6,-14.5009476123853,-11.1539471313881,3.34700048099717
train_0491_ls,2,2,-13.0369750442743,-10.4600567877668,2.57691825650758
train_0491_hs,2,6,-12.7975148472599,-9.92943476029161,2.86808008696831
train_0492_ls,2,2,-12.7757457384404,-9.8995022356648,2.87624350277562
train_0492_hs,2,6,-12.623361976704,-9.34438996076771,3.27897201593625
train_0493_ls,2,2,-12.6315253925113,-9.64915748424062,2.98236790827065
train_0493_hs,2,6,-12.4138343043163,-9.21649644645319,3.19733785786315
train_0494_ls,2,2,-12.212470047736,-8.75662402264138,3.45584602509464
train_0494_hs,2,6,-12.019269206963,-8.6096825381098,3.40958666885322
train_0495_ls,2,2,-12.5771026204625,-9.40425501002132,3.17284761044122
train_0495_hs,2,6,-12.430161135931,-9.04234357589724,3.38781756003372
train_0496_ls,2,2,-12.1988643547238,-8.43280852895141,3.76605582577243
train_0496_hs,2,6,-12.0655285632044,-8.41648169733679,3.64904686586765
train_0497_ls,2,2,-12.1988643547238,-8.18518491612967,4.01367943859417
train_0497_hs,2,6,-12.0845765334215,-8.04912798600783,4.03544854741366
train_0498_ls,2,2,-12.9526197475988,-9.99474208675009,2.95787766084872
train_0498_hs,2,6,-12.6886693031624,-9.36071679238233,3.32795251078012
train_0499_ls,2,2,-12.4900261851846,-8.91717120018515,3.57285498499942
train_0499_hs,2,6,-12.2913830672067,-8.78655654726818,3.5048265199385
train_0500_ls,2,2,-12.3648538094725,-8.61512481531467,3.74972899415781
train_0500_hs,2,6,-12.2913830672067,-8.35933778668562,3.93204528052107
train_0501_ls,2,2,-14.1526418712734,-10.816525944686,3.33611592658742
train_0501_hs,2,6,-13.6873271702567,-9.21377530785075,4.47355186240598
train_0502_ls,2,2,-12.3267578690384,-10.1879429275231,2.13881494151527
train_0502_hs,2,6,-11.9893366823362,-8.75662402264138,3.23271265969483
train_0503_ls,2,2,-13.2165701920352,-10.1199144624622,3.09665572957299
train_0503_hs,2,6,-13.1839165288059,-8.4246451131441,4.75927141566183
train_0504_ls,2,2,-12.168931830097,-8.82193134909986,3.34700048099717
train_0504_hs,2,6,-11.763482178334,-8.49539471680745,3.26808746152651
train_0505_ls,2,2,-12.0328748999752,-9.18112164462151,2.85175325535369
train_0505_hs,2,6,-11.4451089618489,-8.17702150032236,3.26808746152651
train_0506_ls,2,2,-12.9118026685623,-9.78249327576002,3.12930939280223
train_0506_hs,2,6,-12.9961579652378,-8.30763615323932,4.68852181199848
train_0507_ls,2,2,-12.0845765334215,-8.88179639835347,3.20278013506802
train_0507_hs,2,6,-12.3485269778579,-7.71987021511299,4.62865676274487
train_0508_ls,2,2,-11.8532797522144,-8.32396298485394,3.52931676736043
train_0508_hs,2,6,-12.125393612458,-7.63279377983501,4.49259983262303
train_0509_ls,2,2,-13.4805206364715,-10.1906640661255,3.289856570346
train_0509_hs,2,6,-13.4533092504472,-8.74029719102676,4.71301205942041
train_0510_ls,2,2,-12.1961432161214,-8.76750857705113,3.42863463907027
train_0510_hs,2,6,-11.7362707923096,-8.46546219218065,3.27080860012894
train_0511_ls,2,2,-12.5009107395943,-9.11853545676546,3.38237528282885
train_0511_hs,2,6,-12.9281295001769,-8.08722392644195,4.84090557373493
train_0512_ls,2,2,-12.2777773741945,-8.54709635025375,3.73068102394075
train_0512_hs,2,6,-12.816562817477,-8.00831090697128,4.80825191050569
train_0513_ls,2,2,-12.7784668770429,-8.71308580500239,4.06538107204047
train_0513_hs,2,6,-13.1784742516011,-8.40015486572217,4.77831938587889
train_0514_ls,2,2,-12.9716677178159,-8.81921021049742,4.15245750731844
train_0514_hs,2,6,-12.5852660362699,-8.24504996538328,4.34021607088658
train_0515_ls,2,2,-12.0655285632044,-8.4763467465904,3.58918181661404
train_0515_hs,2,6,-12.019269206963,-7.72531249231786,4.29395671464515
train_0516_ls,2,2,-12.193422077519,-8.21783857935891,3.97558349816005
train_0516_hs,2,6,-12.1988643547238,-7.56748645337653,4.6313779013473
train_0517_ls,2,2,-11.5593967831512,-7.64367833424476,3.91571844890645
train_0517_hs,2,6,-11.6464732184292,-7.41510269164007,4.23137052678911
train_0518_ls,2,2,-11.4777626250781,-7.73347590812517,3.74428671695293
train_0518_hs,2,6,-11.5866081691756,-7.28720917732555,4.29939899185003
train_0519_ls,2,2,-11.3063308931246,-7.61374580961796,3.69258508350663
train_0519_hs,2,6,-11.8206260889851,-7.04230670310624,4.77831938587889
train_0520_ls,2,2,-12.0981822264337,-8.14436783709312,3.95381438934056
train_0520_hs,2,6,-12.2668928197848,-7.38517016701327,4.88172265277148
train_0521_ls,2,2,-11.2981674773173,-7.17564249462564,4.12252498269164
train_0521_hs,2,6,-11.5512333673439,-7.18924818763783,4.36198517970607
train_0522_ls,2,2,-11.1866007946174,-7.44503521626688,3.7415655783505
train_0522_hs,2,6,-11.9457984646972,-6.96067254503314,4.98512591966408
train_0523_ls,2,2,-10.9389771817956,-7.04774898031112,3.89122820148452
train_0523_hs,2,6,-12.0138269297581,-6.77835625866988,5.23547067108826
train_0524_ls,2,2,-12.430161135931,-8.46546219218065,3.96469894375031
train_0524_hs,2,6,-12.4138343043163,-7.7797352643666,4.63409903994974
train_0525_ls,2,2,-11.6682423272487,-7.57564986918384,4.09259245806483
train_0525_hs,2,6,-11.9512407419021,-7.32530511775966,4.62593562414243
train_0526_ls,2,2,-11.3988496056074,-7.73075476952273,3.6680948360847
train_0526_hs,2,6,-12.0600862859996,-7.2246229894695,4.83546329653006
train_0527_ls,2,2,-11.1757162402076,-7.23006526667438,3.94565097353325
train_0527_hs,2,6,-12.1308358896629,-6.99060506965995,5.14023082000297
train_0528_ls,2,2,-11.5430699515366,-7.32530511775966,4.21776483377692
train_0528_hs,2,6,-12.2424025723628,-7.28993031592799,4.95247225643484
train_0529_ls,2,2,-15.9513144874841,-11.1294568839662,4.82185760351788
train_0529_hs,2,6,-16.7213967119737,-10.5525755002496,6.16882121172406
train_0530_ls,2,2,-13.6274621210031,-10.5090372826106,3.11842483839249
train_0530_hs,2,6,-13.0886766777206,-9.82875263200145,3.2599240457192
train_0531_ls,2,2,-14.8438110762923,-10.062770551811,4.78104052448133
train_0531_hs,2,6,-15.5485859743234,-9.51854283132366,6.03004314299978
train_0532_ls,2,2,-13.0560230144914,-9.16207367440445,3.89394934008695
train_0532_hs,2,6,-12.9580620248037,-8.77567199285844,4.18239003194524
train_0533_ls,2,2,-12.9063603913574,-9.09404520934353,3.81231518201385
train_0533_hs,2,6,-12.7322075208014,-8.89268095276321,3.83952656803822
train_0534_ls,2,2,-14.2886988013952,-9.75528188973566,4.53341691165958
train_0534_hs,2,6,-13.8505954864029,-9.05867040751186,4.79192507889107
train_0535_ls,2,2,-13.0859555391182,-8.44369308336116,4.64226245575705
train_0535_hs,2,6,-12.6886693031624,-8.40287600432461,4.28579329883784
train_0536_ls,2,2,-13.115888063745,-8.51172154842207,4.60416651532294
train_0536_hs,2,6,-13.4424246960374,-8.38110689550511,5.06131780053231
train_0537_ls,2,2,-15.2057225104164,-10.6314885197203,4.57423399069613
train_0537_hs,2,6,-16.3077836444033,-9.66820545445768,6.63957818994561
train_0538_ls,2,2,-13.3063677659156,-9.16479481300689,4.14157295290869
train_0538_hs,2,6,-12.9771099950207,-8.772950854256,4.20415914076474
train_0539_ls,3,1,-22.642594310876,-20.4847313991437,2.15786291173232
train_0539_hs,3,5,-22.3214999557885,-19.5568231357127,2.76467682007571
train_0540_ls,3,1,-21.2820250096576,-19.246613335035,2.03541167462267
train_0540_hs,3,5,-21.3446111975137,-17.9676781918897,3.37693300562398
train_0541_ls,3,1,-24.7324287575474,-21.265698178043,3.46673057950439
train_0541_hs,3,5,-23.6167619305483,-20.9554883773652,2.66127355318312
train_0542_ls,3,1,-22.1555105010398,-19.826215857354,2.32929464368583
train_0542_hs,3,5,-22.1092511447984,-19.1513734839497,2.95787766084872
train_0543_ls,3,1,-15.8043730029525,-14.9907525608239,0.813620442128583
train_0543_hs,3,5,-15.2247704806335,-14.7567346410144,0.468035839619116
train_0544_ls,3,1,-15.7091331518672,-14.8193208288704,0.889812322996811
train_0544_hs,3,5,-15.0751078574995,-14.5580915230365,0.517016334462978
train_0545_ls,3,1,-15.651989241216,-14.8410899376899,0.810899303526146
train_0545_hs,3,5,-14.9989159766312,-14.5199955826024,0.478920394028865
train_0546_ls,3,1,-19.6302938779785,-17.3009992342927,2.32929464368584
train_0546_hs,3,5,-19.7500239764857,-15.6193355779868,4.13068839849895
train_0547_ls,3,1,-18.7894620498256,-16.2424763179448,2.54698573188077
train_0547_hs,3,5,-18.3649644278455,-14.8383687990875,3.526595628758
train_0548_ls,3,1,-16.8901073053247,-15.9703624577011,0.919744847623612
train_0548_hs,3,5,-16.4166291885008,-14.5063898895902,1.91023929891058
train_0549_ls,3,1,-16.9200398299516,-14.6832638987486,2.23677593120299
